,test_case,id,source,language,text,task1,task2
5556,EXIST2021,5557,twitter,es,Es increíble que ninguna mujer haya sido reconocida como merecedora de este premio en el área de Ciencias Sociales. No queremos “distinciones extraordinarias” solo por no dejar. Androcentrismo se le llama. https://t.co/4Rglxeqs7m,sexist,ideological-inequality
5557,EXIST2021,5558,twitter,es,"@lopez_lacruz @Discolobishito Igual podemos dejar d juzgarlo todo, especialmente a nosotras mismas. No veis que estáis dando legitimidad a los tíos que te tocan el culo porque llevas una falda muy corta y lo vas ""buscando"" por ir insinuando o a los que te miran las tetas un minuto y medio porque llevas escote",sexist,objectification
5558,EXIST2021,5559,twitter,es,Es puro cuento para que los Manginas crean que las pobres mughersitas se pueden enamorar! #mgtow #redpill #pildoraroja https://t.co/s0xcffhooP,sexist,stereotyping-dominance
5559,EXIST2021,5560,twitter,es,El Supremo confirma la condena a dos miembros de #lamanada por delito contra la intimidad por fotografiar y grabar la agresión sexual https://t.co/NFMlDrL8Rq. Sólo un delito contra la intimidad. Ojalá algún día grabar estos actos constituya en sí un delito de agresión sexual.,sexist,sexual-violence
5560,EXIST2021,5561,twitter,es,Para no morir por no cumplir con el estigma de que la mujer debe ser madre solo porque puede. Por la maternidad deseada y no obligada. ABORTO LEGAL #DiosEsAbortero https://t.co/pA4Mkahnsn,sexist,stereotyping-dominance
5561,EXIST2021,5562,twitter,es,"@LaPanteraPoeta Para mi esposa que fue la que me contagió fue un trámite menor, se cumplió lo que leí más tarde por ahí de que las mujeres le suele pegar menos fuerte.",sexist,stereotyping-dominance
5562,EXIST2021,5563,twitter,es,@calbert57 Es el mejor pero una señorita exponiendo sus sentimientos porque no lo alinean en SM además si ya dijo que no quiere estar qué se aguante como los hombres  ah que pinche Montes tan chillón,sexist,ideological-inequality
5563,EXIST2021,5564,twitter,es,"""Ya me divertí""""Ya no quiero juegos""Siempre es lo mismo. El alfa primero, luego el beta con dinero. #MGTOW https://t.co/Oie3CKFvuV",sexist,stereotyping-dominance
5564,EXIST2021,5565,twitter,es,@GirautaOficial @el_pais Con cuál de esos bracitos de nenaza va a levantar esto?? https://t.co/iwxKhgaBIm,sexist,stereotyping-dominance
5565,EXIST2021,5566,twitter,es,"@Newyorkmydreamm Donda,Mendoza,Alperovich, vder Herrera y unos cuantos más fueron votados siendo candidatos de un partido que prometía acabar con la violencia contra la mujer y hoy en día van por la vida como si nada. Pero cuando otro candidato propone penas duras las mujeres los putean con todo",sexist,misogyny-non-sexual-violence
5566,EXIST2021,5567,twitter,es,¿Llorando aun por la golfa de tu ex? Los hombres curamos las penas con #Toscano Fuma y olvida. #Toscorp,sexist,misogyny-non-sexual-violence
5567,EXIST2021,5568,twitter,es,dijo: ariana zorra,sexist,sexual-violence
5568,EXIST2021,5569,twitter,es,al Pavón le ha explotado en la puta cara lo de llamar golfa a marta por darse besos con Dani en la isla de las tentaciones estando con Lester. KARMA. #LaCasaFuerte20,sexist,stereotyping-dominance
5569,EXIST2021,5570,twitter,es,@marialecampos Adorno? En serio? Esa mente tan prehistórica tuvieron en España y como les fue? Respeta a las mujeres y no les digas en donde deben TRABAJAR!,sexist,ideological-inequality
5570,EXIST2021,5571,twitter,es,"Vaya, otro al que le gusta azotar a las mujeres!!!!!! https://t.co/F4oX5h2a4b",sexist,misogyny-non-sexual-violence
5571,EXIST2021,5572,twitter,es,"@ManuelCuno @OOCprogresismo El feminismo en general no. Este ""feminismo"" actual es el que hace daño.",sexist,ideological-inequality
5572,EXIST2021,5573,twitter,es,"Todo mi apoyo a @gabrielsotoMEX,el cual es víctima de una flagrante violación a su intimidad y privacidad. Ojalá se haga valer la Ley Olimpia para que este caso no quede impune como muchos otros en los cuales los hombres hemos sido exhibidos. S meten con uno,S meten con todos.",sexist,ideological-inequality
5573,EXIST2021,5574,twitter,es,Ya es sentencia firme: la abogada de Podemos e Iglesias se inventaron el acoso sexual de Calvente https://t.co/JY8NAddenN,sexist,sexual-violence
5574,EXIST2021,5575,twitter,es,Y voy por un culo así el año que viene  https://t.co/n41R03x8u6,sexist,objectification
5575,EXIST2021,5576,twitter,es,"humanidad...¿por qué no te abandonas cuando quedemos en tener sexo? Abandónate a mi...ofréceme tu cuerpo para satisfacer tus necesidades...y las míasSi se estaba tomando ""tantas"" molestias en platicar de ese modo, es porque a ella, le gustaba precisamente sodomizar a tipos, +",sexist,sexual-violence
5576,EXIST2021,5577,twitter,es,"@el_pais ""Elliot""...Esa pendeja nació mujer y mujer se morirá aunque se caracterice como marimacho...:(",sexist,misogyny-non-sexual-violence
5577,EXIST2021,5578,twitter,es,"Detrás de una mujer empoderada, existe una persona que la impulsa a ser fuerte y hecharle animos.",sexist,ideological-inequality
5578,EXIST2021,5579,twitter,es,@La4x41 @Marcos85857106 Helen Mack es la razón por la que no han nombrado las Cortes en Guatemala!. Corrupta y Perversa Marimacho (porque no tiene definición de sexo!) Tiene Coptado el OJ y Min de Gobernación! Ella es parte del Crimen Organizado! DESCARADA,sexist,misogyny-non-sexual-violence
5579,EXIST2021,5580,twitter,es,"@krakenianous Juzga a quienes se guian por estereotipos, estereotipando la respuesta de quienes la ven.... feminazi making nonsense at all... ni me sorprende",sexist,ideological-inequality
5580,EXIST2021,5581,twitter,es,La Justicia confirma que Podemos se inventó un caso de acoso sexual y laboral para despedir a José Manuel Calvente https://t.co/QyOa6DCALj,sexist,sexual-violence
5581,EXIST2021,5582,twitter,es,"@CaraBM6T0W @UnaAlienada En general todos los youtubers antifeministas (Laje, alienada, kreimer, UTBH...) nos ven con claras reservas. No los culpo, la filosofía #MGTOW es indigesta para muchas conciencias (incluso masculinas).Ellos no hablan de estilo de vida, su interes es exclusivamemte político.",sexist,ideological-inequality
5582,EXIST2021,5583,twitter,es,"@truchonskyreal mirá no creo que hayas estado de putas con el plantel de nacional, o eras una de las tres señoritas de moral liviana, y lo de follar para mí coger gente FA, consultá un sexólogo, ahí hay un problemita, saludos y si conseguís un FA usa condón, cuidate",sexist,objectification
5583,EXIST2021,5584,twitter,es,"Se quedó callada y yo la dejé porque no quiero molestarme en ese tipo de personas.Sí, Karen, las mujeres también tenemos pezones y son completamente naturales, no solo los hombres pueden ir por ahí enseñándolos, i mean, todos pueden.",sexist,ideological-inequality
5584,EXIST2021,5585,twitter,es,"Leer a un hombre decir cómo deben las mujeres luchar por el feminismo (i.e., hacerlo de una manera que no incomode a los hombres), es de los pocos placeres de este sitio.Me da tanta risa. https://t.co/vNxDDWMwx9",sexist,ideological-inequality
5585,EXIST2021,5586,twitter,es,"El patriarcado ha muerto. La Red Pill ya lo decía, en la andrósfera se comentaba largo y tendido... a ver si ahora dicho por un ""ser de luz"" toma un debate serio.#BájalasDelPedestal #RedPill #RationalMale #andrósfera #masculinidad #mgtow #mra https://t.co/CsJbvRHlPR https://t.co/bog5OFOTzC",sexist,ideological-inequality
5586,EXIST2021,5587,twitter,es,"@RedWitch_Vale Aaah sí, cómo me cagan también, peor cuando sacan sus leyendas de empoderamiento. Y obvio, de este par que hablo también son cuerpos super normativos. Que la gente suba lo que quiera, pero me gustaría entender para qué lo hacen? Es como ah mira que rico cogemos vamos a subirlo?",sexist,ideological-inequality
5587,EXIST2021,5588,twitter,es,"@Proudho68598522 @plateravoxera @ega_lex @Ym3bl7FRI @Ortega_Smith @altavoz yo no he hablado de fusilar en mi vida, pero vamos, rebajándome a tu nivel de absurdo infantilismo: vosotros queréis azotar hasta q mueran desangradas y desolladas a todas las mujeres del universo",sexist,misogyny-non-sexual-violence
5588,EXIST2021,5589,twitter,es,@udechile Lo que se perdió conchetumadre igual que larrivey contra las zorras,sexist,objectification
5589,EXIST2021,5590,twitter,es,"@SchrodingerGata ""Feminazi"" en absoluto, pero que se te pira un poco con el feminismo, pues sí, no lo vamos a negar. De hecho, hablas de ""cultura de la violación"" y eso es pseudociencia. Ya en los 70 se desmontó que exista la ""cultura de la violación"". Otra cosa es que hoy se use como propaganda.",sexist,ideological-inequality
5590,EXIST2021,5591,twitter,es,soy más acuario q mujer,sexist,stereotyping-dominance
5591,EXIST2021,5592,twitter,es,Sabes que no me insulta ser una nenaza. La mayoría de mujeres que tengo al rededor son geniales. https://t.co/2T0AeFTzEO,sexist,stereotyping-dominance
5592,EXIST2021,5593,twitter,es,NA NA NA EL MANSPLAINING bueno chicos cierren todo. https://t.co/sCNIRmouMk,sexist,ideological-inequality
5593,EXIST2021,5594,twitter,es,"@julia_otero No es una cuestión de proporción. Cazar es asesinar y asesinar siempre está mal, ya sea a 1 o a 100,al igual que violar mujeres, la pederastia, etc. #CazaEsAsesinato #HuntingIsMurder #stopcaza #NoALaCaza #CazaEsSadismo #CazaEsCinismo #cazaeshipocresía #LaVerdadDeLaCaza",sexist,sexual-violence
5594,EXIST2021,5595,twitter,es,"@DMamertico @QuinteroCalle Es un tibiao el cabrón ése. Es como Claudia Nayibe, es para ver si nos siguen poniendo a votar por candidatos de derecha. Más en Medellín donde Doña Lina, la que se hace pasar por mujer florero, dice por el marido quién es alcalde y quién no.",sexist,stereotyping-dominance
5595,EXIST2021,5596,twitter,es,aghh maldita golfa alejate de louis agh,sexist,misogyny-non-sexual-violence
5596,EXIST2021,5597,twitter,es,"lo vuevo a repetir exageradamente hermosa atractiva, y vuelvo a decirtelo me encantan tus labios. besos https://t.co/V7lbt3ftIB",sexist,objectification
5597,EXIST2021,5598,twitter,es,"@AgustinaFecca Tranquila,lo malo es que no se pudiera comer,se hace cuatro veces al día,follar,ya me gustaria,á razon de 4, 2 fueran la media,tmp,cambiando  ,jaja,quizás, por no follar, te puedes morir,de ganas,si,pero es un decir¿Por no comer? Palmas.",sexist,sexual-violence
5598,EXIST2021,5599,twitter,es,"@ValdebenitoNata Lamentablemente el hembrismo que promueves lo único que hace es dividirnos, y seguir la agenda mundial, te sientes fuerte y revolucionarie, pero sólo sigues un plan muy bien urdido",sexist,ideological-inequality
5599,EXIST2021,5600,twitter,es,"@im_a_popstar Bueno, realmente me asquea pero tambien es como ""si una niña mira porno es HORRIBLE, si un tipo de 12 lo hace esta bien"" las dos cosas m da rabia",sexist,stereotyping-dominance
5600,EXIST2021,5601,twitter,es,"Dios hasta cuando señor, tanta injusticia estos malditos Malnacidos q no respetan la vida d las mujeres sera q los parió una perra q gente tan diabólica y toxica. https://t.co/aaJz5jptgq",sexist,misogyny-non-sexual-violence
5601,EXIST2021,5602,twitter,es,Vieron que asimilar que sos fea no es tan doloroso como darte cuenta que tampoco sos graciosa ni interesante ni,sexist,objectification
5602,EXIST2021,5603,twitter,es,"@LautarobursatiI @Maflotinha @fandelchinoluna @lasuirigoyen @Ellen_Chufe @chorisauri0 @Glamouranna ""Ya te vas a dar cuenta"" es mansplaining sí se puede ver.",sexist,ideological-inequality
5603,EXIST2021,5604,twitter,es,"@AranagaReyes @pheebskru @PazFemininja no, las mujeres no son parte del patriarcado. a TODAS nos afecta el patriarcado y no tiene sentido que haya mujeres a favor de un sistema que las oprime y las mata. existen mujeres alienadas por culpa del mismo sistema, pero no hay mujeres patriarcales.",sexist,stereotyping-dominance
5604,EXIST2021,5605,twitter,es,@MaxTena1 Manspreading sin marcar paquete... Perfecto resumen de la insulsez de la progresía del Siglo XXI.,sexist,ideological-inequality
5605,EXIST2021,5606,twitter,es,"@ShiroAkuM @MotherOfHorses_ @c0rn_nuts @AloneBlue8 Aja?¿Qué dicen esos estudios sobre el significado de ""ser mujer""?¿Cuáles son las características que debe tener una persona para ser mujer o para ser hombre?",sexist,ideological-inequality
5606,EXIST2021,5607,twitter,es,@chili30657726 @CarolinaLacruzC @yourfriendlyha3 @joelinblue El men se esta sincerando sobre su situacion con su madre pidiendo consejo yo digo que la deje sola total madre apoya no hace eso si prefiere su religioj quedese con ella y dejela sola ya veremos que va a ser la mojigata cuando le pegue la soledad,sexist,stereotyping-dominance
5607,EXIST2021,5608,twitter,es,"ta fea la card, lo único bonito son las fotos bye  https://t.co/0Rqa7ahYxY",sexist,misogyny-non-sexual-violence
5608,EXIST2021,5609,twitter,es,"No entiendo como existen mujeres que idolatran al babo, es un acosador que no respeta a las mujeres y la mayoría de ellas tampoco se respetan a sí mismas https://t.co/EX3xM8axnP",sexist,stereotyping-dominance
5609,EXIST2021,5610,twitter,es,¿Ven el daño que está haciendo el feminismo? https://t.co/uJWTuZuKsv,sexist,ideological-inequality
5610,EXIST2021,5611,twitter,es,@evilside222 Hay que aventarnos la lagartona jajaa https://t.co/LJqNzW9c0t,sexist,misogyny-non-sexual-violence
5611,EXIST2021,5612,twitter,es,"@astrowekk @ElNismeado El feminismo busca la igualdad entre hombres y mujeres, la masculinidad busca igualdad de parte del hombre, puede decirse que esta enfocado a un sector",sexist,ideological-inequality
5612,EXIST2021,5613,twitter,es,"@MaripoSilta @leocapo_ @GJ04quin Claro, si, si, Claro... Solo lo que les pasa a las mujeres importa. misandria tenia q ser. representas lo mas quemado del hembrismo., bueno casi, solo falta que postes muerte al macho en este hilo y ya estas.",sexist,ideological-inequality
5613,EXIST2021,5614,twitter,es,@Pablobasarte mira que yo era simp pero mi puta madre Pablo que has tenido una temporada que si había una tía con el culo al aire por la tl ya estabas tú poniendo su nombre en tweets de que era tu crush o tirándole la caña así con todas dios mío relaja el pito que pareces un macaco,sexist,objectification
5614,EXIST2021,5615,twitter,es,"En Argentina hace tiempo dejaron libre a un grupo de seis chicos que violaron a una piba, bajo el pretexto de《desahogo sexual》O sea, para la justicia violar en grupo a una mujer, es lo mismo que estar caliente y hacerse una paja.",sexist,sexual-violence
5615,EXIST2021,5616,twitter,es,"@AdelaMa55577461 @ElTioVenancio Pero al menos golfa gorrina y sin faltas ortográficas.Tú llevas tilde y el ""sí"" en afirmación también, salvo que sea condicional.Ya solo me resta decirte  https://t.co/5sHYYfk6HP",sexist,misogyny-non-sexual-violence
5616,EXIST2021,5617,twitter,es,@CTercermundista AH PERO QUE TAL SI FUERA MASCULINISMO HUH?,sexist,ideological-inequality
5617,EXIST2021,5618,twitter,es,"@mochi__001 @nastywaIIs Por eso me re jode la gente que piensa que el acoso/abuso/violación de parte de mujeres es ""menos traumático""",sexist,sexual-violence
5618,EXIST2021,5619,twitter,es,@pacopolit Pues yo en Onward lloré como una Magdalena....igual tiene que ver que mi padre falleció cuando tenía 2 años. Llamadme nenaza.,sexist,stereotyping-dominance
5619,EXIST2021,5620,twitter,es,"@valetarockaleta Por lo q entiendo es xk la comunidad trans también ha cometido abusos contra mujeres, pero la verdad es q yo opino q quienes están detrás de todo esto son grupos conservadores q representan el feminismo excluyente y pues en eso yo tampoco estoy de acuerdo. Es extremo...",sexist,ideological-inequality
